Anexos;[R];*;[I];Etapa atual;CAMPUS;Coligada do alarme;Código atendente alarmado;Coligada do representante;Representante;GRUPO ATENDIMENTO ATUAL;CODTIPOCURSO;TIPOCURSO;CURSO;PLETIVO;RELACIONADO1;SITUACAOALARME1;IMGSTATUS1;ANEXO1;Atendimento;Cliente;Código do Cliente;Tipo cliente;Coligada do cliente;Status;Etapa atual;Classificação;Assunto;Categoria;Descrição do produto;Atendente responsável;Prazo limite final;Prioridade;Abertura;Fechamento;Coligada;Localidade;Código do atendimento;Código do atendente responsável;Coligada do responsável;Código de classificação;Coligada do produto;Produto;Detalhe do produto;Categoria geral;Grupo de atendimento;Tipo de atendimento;Código da etapa atual;Campanha;Grupo/Fila;TIPO_ABERTURA
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;1-1-8000369;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;DANIEL DUARTE AZEVEDO;;Normal;22/03/2026 13:40;25/03/2026 19:12;1;1;8000369;3194;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8000317;ECO EDUCACIONAL S/A;CF44681517;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;HENRIQUE CARDOSO AZEVEDO;;Normal;21/03/2026 15:34;;1;1;8000317;1933;1;00001;;;;;66;1776;5641;; ;PRESECIAL
Z;;Z;A;Aguardando Pagamento;CECMA;;;;;;44;CENTRO EDUCACIONAL CATÓLICA MACHADO DE ASSIS - CECMA;ENSINO FUNDAMENTAL II;2026;';Z;A;Z;1-1-8000367;LETICIA LIMA ANDRADE;51673447;ALUNO;1;Em andamento;Aguardando Pagamento;Colégio Católica Machado de Assis;CECMA - 2ª Chamada de Prova;CECMA - Protocolo;CECMA - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;09/05/2026 14:40;;1;1;8000367;795;1;00027;1;74;01;16;65;1650;4901;; ;WEB
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;1-1-8000386;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;DANIEL DUARTE AZEVEDO;;Normal;31/05/2026 17:50;10/06/2026 20:17;1;1;8000386;3194;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;42;GRADUAÇÃO - CATÓLICA.;FISIOTERAPIA;2026/2;';Z;F;ANEXO;1-1-8000363;CAIO LIMA ANDRADE;UC94639296;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;13/04/2026 12:52;13/04/2026 14:28;1;1;8000363;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;ANEXO;1-1-8000365;PATRICIA BARBOSA ANDRADE;UC06246524;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;13/05/2026 15:05;23/05/2026 22:48;1;1;8000365;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;37;GRADUAÇÃO - CATÓLICA;RELAÇÕES INTERNACIONAIS;2026/1;';Z;F;ANEXO;1-1-8000332;ANA MARTINS ANDRADE;UC35910226;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;22/05/2026 12:44;30/05/2026 16:12;1;1;8000332;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8000385;;;;;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;16/05/2026 13:30;;1;1;8000385;1223;1;00001;;;;;66;1775;5635;; ;PRESECIAL
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;37;GRADUAÇÃO - CATÓLICA;DIREITO;2026/1;';Z;F;ANEXO;1-1-8000382;RODRIGO FERREIRA ANDRADE;UC23359173;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;02/06/2026 13:26;06/06/2026 20:22;1;1;8000382;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;37;GRADUAÇÃO - CATÓLICA;DIREITO;2026/1;';Z;F;ANEXO;1-1-8000366;RODRIGO FERREIRA ANDRADE;UC77139856;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;08/05/2026 17:10;16/05/2026 22:12;1;1;8000366;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;R;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Gestão de Recursos Humanos;2026/1;';Z;R;ANEXO;1-1-8000383;BRUNO MARTINS ANDRADE;FR936229;ALUNO;1;Concluído a responder;Execução da solicitação;FR - Faculdade de Recife;Atividade Complementar;FR - Faculdade de Recife;Serviço de Protocolo - FR;CARLA CARDOSO AZEVEDO;;;31/03/2026 16:28;;1;1;8000383;795;1;00023;1;72;001;14;49;870;181;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;37;GRADUAÇÃO - CATÓLICA;BIOMEDICINA;2026/1;';Z;F;ANEXO;1-1-8000387;LETICIA FERREIRA ANDRADE;UC48391559;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;03/05/2026 17:44;06/05/2026 19:57;1;1;8000387;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;ANEXO;1-1-8000352;CARLA MARTINS ANDRADE;UC22458929;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;11/05/2026 15:48;14/05/2026 22:39;1;1;8000352;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;R;Execução da solicitação;Secretaria Faculdade Marista de Recife;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Direito;2026/1;';Z;R;ANEXO;1-1-8000394;DANIEL MARTINS ANDRADE;FR919387;ALUNO;1;Concluído a responder;Execução da solicitação;FR - Faculdade de Recife;Coordenação de Direito;FR - Faculdade de Recife;Serviço de Protocolo - FR;CARLA CARDOSO AZEVEDO;;;02/06/2026 02:20;;1;1;8000394;795;1;00023;1;72;001;14;49;942;2544;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;;37;GRADUAÇÃO - CATÓLICA;ARQUITETURA E URBANISMO;2026/1;';Z;F;ANEXO;1-1-8000399;CARLA CARDOSO ANDRADE;UC30150903;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;28/03/2026 02:43;29/03/2026 09:03;1;1;8000399;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8000379;PRIME EDUCACIONAL S/A;CF09884410;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;OTAVIO CARDOSO AZEVEDO;;Normal;30/03/2026 03:56;;1;1;8000379;4660;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;R;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Psicologia;2026/1;';Z;R;ANEXO;1-1-8000337;BRUNO ALMEIDA ANDRADE;FR887355;ALUNO;1;Concluído a responder;Execução da solicitação;FR - Faculdade de Recife;Solicitação Abono de Falta;FR - Faculdade de Recife;Serviço de Protocolo - FR;BRUNO CARDOSO AZEVEDO;;;04/05/2026 05:50;;1;1;8000337;5196;1;00023;1;72;001;14;49;868;177;; ;WEB
Z;;Z;A;Aguardando Pagamento;CECC;;;;;;45;CENTRO EDUCACIONAL CATÓLICA DE CURITIBA - CECC;ENSINO FUNDAMENTAL II;2026;';Z;A;Z;1-1-8000388;CARLA ALMEIDA ANDRADE;02590270;ALUNO;1;Em andamento;Aguardando Pagamento;Colégio Católica de Curitiba;CECC - 2ª Chamada de Prova;CECC - Protocolo;CECC - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;24/03/2026 11:00;;1;1;8000388;795;1;00028;1;75;01;17;64;1609;4769;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;42;GRADUAÇÃO - CATÓLICA.;EDUCAÇÃO FÍSICA;2026/2;';Z;F;ANEXO;1-1-8000389;DANIEL ALMEIDA ANDRADE;UC15105006;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;24/05/2026 07:38;25/05/2026 10:47;1;1;8000389;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;42;GRADUAÇÃO - CATÓLICA.;EDUCAÇÃO FÍSICA;2026/2;';Z;F;ANEXO;1-1-8000348;DANIEL ALMEIDA ANDRADE;UC32506049;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;05/06/2026 08:26;06/06/2026 11:50;1;1;8000348;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;42;GRADUAÇÃO - CATÓLICA.;EDUCAÇÃO FÍSICA;2026/2;';Z;F;ANEXO;1-1-8000400;DANIEL ALMEIDA ANDRADE;UC40295920;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;29/05/2026 11:18;08/06/2026 15:31;1;1;8000400;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;42;GRADUAÇÃO - CATÓLICA.;FONOAUDIOLOGIA;2026/1;';Z;F;ANEXO;1-1-8000403;LARISSA ALMEIDA ANDRADE;UC33209952;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;16/04/2026 06:30;26/04/2026 12:58;1;1;8000403;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;42;GRADUAÇÃO - CATÓLICA.;FONOAUDIOLOGIA;2026/1;';Z;F;ANEXO;1-1-8000390;LARISSA ALMEIDA ANDRADE;UC30895223;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;07/05/2026 06:28;12/05/2026 11:38;1;1;8000390;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;FISIOTERAPIA;2026/2;';Z;F;ANEXO;1-1-8000360;MARCOS ALMEIDA ANDRADE;UC20941293;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;25/04/2026 06:39;27/04/2026 12:05;1;1;8000360;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;A;Aguardando Pagamento;CECC;;;;;;45;CENTRO EDUCACIONAL CATÓLICA DE CURITIBA - CECC;ENSINO FUNDAMENTAL II;2026;';Z;A;Z;1-1-8000358;FELIPE MARTINS ANDRADE;22479695;ALUNO;1;Em andamento;Aguardando Pagamento;Colégio Católica de Curitiba;CECC - 2ª Chamada de Prova;CECC - Protocolo;CECC - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;16/04/2026 16:23;;1;1;8000358;795;1;00028;1;75;01;17;64;1609;4769;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;37;GRADUAÇÃO - CATÓLICA;BIOMEDICINA;2026/1;';Z;F;ANEXO;1-1-8000402;ANA GOMES ANDRADE;UC43012665;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;21/03/2026 13:54;23/03/2026 18:10;1;1;8000402;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
Z;;Z;A;Aguardando Pagamento;CECMA;;;;;;44;CENTRO EDUCACIONAL CATÓLICA MACHADO DE ASSIS - CECMA;ENSINO FUNDAMENTAL II;2026;';Z;A;Z;1-1-8000404;GABRIELA MARTINS ANDRADE;16357768;ALUNO;1;Em andamento;Aguardando Pagamento;Colégio Católica Machado de Assis;CECMA - 2ª Chamada de Prova;CECMA - Protocolo;CECMA - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;05/05/2026 15:37;;1;1;8000404;795;1;00027;1;74;01;16;65;1650;4901;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;37;GRADUAÇÃO - CATÓLICA;BIOMEDICINA;2026/1;';Z;F;ANEXO;1-1-8000377;ANA GOMES ANDRADE;UC34319126;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;07/06/2026 14:10;09/06/2026 18:08;1;1;8000377;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;37;GRADUAÇÃO - CATÓLICA;BIOMEDICINA;2026/1;';Z;F;ANEXO;1-1-8000372;BRUNO GOMES ANDRADE;UC98964667;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;23/03/2026 14:31;27/03/2026 18:23;1;1;8000372;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
Z;;Z;C;Atender solicitação;Universidade Católica de Brasília - UCB;;;;;;42;GRADUAÇÃO - CATÓLICA.;PSICOLOGIA;2026/2;';Z;C;Z;1-1-8000396;WILLIAM BARBOSA ANDRADE;UC62852659;ALUNO;1;Cancelado;Atender solicitação;Processos de Solicitação UCB;UCB - Cancelamento de Matrícula - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA CARDOSO AZEVEDO;;;18/05/2026 16:38;24/05/2026 18:39;1;1;8000396;1846;1;00019;1;67;1;10;12;1727;5349;; ;WEB
Z;;Z;A;Analisar soliticação - Coordenação de Curso;Católica de Tocantins - Unidade I;;;;;;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Enfermagem;2026/1;';Z;A;Z;1-1-8000408;HENRIQUE MARTINS ANDRADE;FC07877545;ALUNO;1;Em andamento;Analisar soliticação - Coordenação de Curso;Protocolo Católica do Tocantins;Cancelamento de Matrícula;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;JOAO CARDOSO AZEVEDO;;;11/05/2026 16:21;;1;1;8000408;8663;1;00012;1;29;Protocolo;2;8;1313;3958;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;PSICOLOGIA;2026/2;';Z;F;ANEXO;1-1-8000412;CARLA GOMES ANDRADE;UC99675400;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;16/03/2026 16:23;18/03/2026 20:14;1;1;8000412;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ADMINISTRAÇÃO;2026/1;';Z;F;ANEXO;1-1-8000416;ISABELA MARTINS ANDRADE;A13607303;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega de Estágio Em Empresa Com Vínculo;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;17/03/2026 16:23;27/03/2026 21:44;1;1;8000416;795;1;00017;1;64;001;8;48;1512;4321;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;42;GRADUAÇÃO - CATÓLICA.;FONOAUDIOLOGIA;2026/1;';Z;F;ANEXO;1-1-8000344;GABRIELA GOMES ANDRADE;UC30935446;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;28/04/2026 18:22;04/05/2026 20:56;1;1;8000344;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;42;GRADUAÇÃO - CATÓLICA.;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;2024/3;';Z;F;ANEXO;1-1-8000391;JOAO MARTINS ANDRADE;UC72252194;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;15/03/2026 17:46;24/03/2026 19:31;1;1;8000391;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;37;GRADUAÇÃO - CATÓLICA;FISIOTERAPIA;2026/1;';Z;F;ANEXO;1-1-8000395;RAFAEL GOMES ANDRADE;UC93495682;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;23/05/2026 22:45;24/05/2026 03:14;1;1;8000395;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;37;GRADUAÇÃO - CATÓLICA;NUTRIÇÃO;2026/1;';Z;F;ANEXO;1-1-8000374;LARISSA MARTINS ANDRADE;UC40937775;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;08/05/2026 22:02;17/05/2026 01:25;1;1;8000374;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
Z;;Z;F;Atendimento Finalizado;CCB;;;;;;18;CENTRO EDUCACIONAL CATÓLICA DE BRASÍLIA - CECB;ENSINO FUNDAMENTAL II;2026;';Z;F;Z;1-1-8000419;MARCOS MARTINS ANDRADE;99336642;ALUNO;1;Concluído confirmado;Atendimento Finalizado;CECB - Protocolo;CCB - Matrícula Atividade Extracurricular;CECB - Protocolo;CECB - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;07/05/2026 02:25;17/05/2026 03:35;1;1;8000419;795;1;00020;1;69;01;11;44;1633;4843;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;37;GRADUAÇÃO - CATÓLICA;FISIOTERAPIA;2026/1;';Z;F;ANEXO;1-1-8000398;NATALIA MARTINS ANDRADE;UC62346549;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;03/04/2026 02:19;09/04/2026 09:41;1;1;8000398;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;37;GRADUAÇÃO - CATÓLICA;FISIOTERAPIA;2026/1;';Z;F;ANEXO;1-1-8000421;NATALIA MARTINS ANDRADE;UC03152668;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;31/05/2026 00:04;10/06/2026 01:24;1;1;8000421;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;42;GRADUAÇÃO - CATÓLICA.;BIOMEDICINA;2026/2;';Z;F;ANEXO;1-1-8000414;OTAVIO MARTINS ANDRADE;UC18311491;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;28/03/2026 07:02;29/03/2026 11:54;1;1;8000414;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;A;Aguardando Pagamento;CECMA;;;;;;44;CENTRO EDUCACIONAL CATÓLICA MACHADO DE ASSIS - CECMA;ENSINO FUNDAMENTAL II;2026;';Z;A;Z;1-1-8000371;PATRICIA MARTINS ANDRADE;06769214;ALUNO;1;Em andamento;Aguardando Pagamento;Colégio Católica Machado de Assis;CECMA - 2ª Chamada de Prova;CECMA - Protocolo;CECMA - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;31/05/2026 06:02;;1;1;8000371;795;1;00027;1;74;01;16;65;1650;4901;; ;WEB
ANEXO;;Z;A;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Direito;2026/1;';Z;A;ANEXO;1-1-8000410;RAFAEL MARTINS ANDRADE;FR467431;ALUNO;1;Em andamento;Execução da solicitação;FR - Faculdade de Recife;Solicitação Abono de Falta;FR - Faculdade de Recife;Serviço de Protocolo - FR;GABRIELA CARDOSO AZEVEDO;;;07/05/2026 12:28;;1;1;8000410;3346;1;00023;1;72;001;14;49;868;177;; ;WEB
ANEXO;;Z;A;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Direito;2026/1;';Z;A;ANEXO;1-1-8000392;RAFAEL MARTINS ANDRADE;FR334655;ALUNO;1;Em andamento;Execução da solicitação;FR - Faculdade de Recife;Solicitação Abono de Falta;FR - Faculdade de Recife;Serviço de Protocolo - FR;GABRIELA CARDOSO AZEVEDO;;;20/05/2026 08:09;;1;1;8000392;3346;1;00023;1;72;001;14;49;868;177;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/1;';Z;F;ANEXO;1-1-8000423;PATRICIA BARBOSA ANDRADE;UC97499920;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;03/04/2026 08:12;04/04/2026 09:42;1;1;8000423;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;;;;;;;28;GRADUAÇÃO - UNILESTE - IPATINGA;FISIOTERAPIA;2026/1;';Z;F;ANEXO;1-1-8000359;SOFIA MARTINS ANDRADE;A44878027;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;25/05/2026 08:37;03/06/2026 11:26;1;1;8000359;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;37;GRADUAÇÃO - CATÓLICA;ARQUITETURA E URBANISMO;2026/1;';Z;F;ANEXO;1-1-8000407;THIAGO MARTINS ANDRADE;UC25446802;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;28/05/2026 18:10;04/06/2026 01:55;1;1;8000407;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;C;Atender solicitação;Universidade Católica de Brasília - UCB;;;;;;42;GRADUAÇÃO - CATÓLICA.;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;2026/1;';Z;C;ANEXO;1-1-8000418;VANESSA MARTINS ANDRADE;UC20204239;ALUNO;1;Cancelado;Atender solicitação;Processos de Solicitação UCB;UCB - Trancamento de Matrícula - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA CARDOSO AZEVEDO;;;03/05/2026 17:20;05/05/2026 20:28;1;1;8000418;1846;1;00019;1;67;1;10;12;1706;5230;; ;WEB
